origFID	bottom	left	right	top	value	scalerank	admin	adm0_a3	region	area_sq_m	zoom_start
127382	19.283622	-99.224334	-99.19152	19.451721	359	1	Mexico	MEX	North America	72454686.007812	18
254765	19.283622	-99.19152	-99.164802	19.451721	360	1	Mexico	MEX	North America	58994462.757812	18
254764	19.283622	-99.164802	-99.132476	19.451721	361	1	Mexico	MEX	North America	71377161.578125	18
127382	19.283622	-99.132476	-99.098777	19.451721	362	1	Mexico	MEX	North America	74408803.070312	18
63691	19.283622	-99.098777	-99.056602	19.451721	363	1	Mexico	MEX	North America	93124165.984375	18
31846	19.283622	-99.056602	-98.992172	19.451721	364	1	Mexico	MEX	North America	142264137.859375	18
254764	19.451721	-100.173095	-98.748542	19.536245	718	1	Mexico	MEX	North America	1582845131.60156	18
63691	33.881187	-118.356658	-118.25521	33.9505	1766	1	United States of America	USA	North America	105001828.117188	18
127382	33.9505	-118.356658	-118.25521	34.043529	1767	1	United States of America	USA	North America	141063572.65625	18
127382	34.043529	-118.356658	-118.25521	34.095363	1768	1	United States of America	USA	North America	78665076.78125	18
63691	33.799888	-118.25521	-118.158348	33.912776	1781	1	United States of America	USA	North America	163168758.039062	18
31845	33.799888	-118.158348	-118.096023	33.912776	1782	1	United States of America	USA	North America	104989498.929688	18
63691	33.912776	-118.25521	-118.135688	33.971424	1790	1	United States of America	USA	North America	104706489.914062	18
63691	33.971424	-118.25521	-118.135688	34.033992	1791	1	United States of America	USA	North America	111784662.601562	18
63691	34.033992	-118.25521	-118.135688	34.075466	1792	1	United States of America	USA	North America	74143332.539062	18
31845	34.075466	-118.25521	-118.135688	34.139198	1793	1	United States of America	USA	North America	114004899.265625	18
31845	33.912776	-118.135688	-118.076797	34.013145	1795	1	United States of America	USA	North America	88313602.585938	18
31845	34.013145	-118.135688	-118.005165	34.093738	1797	1	United States of America	USA	North America	157335292.289062	18
63691	33.665969	-84.544212	-84.405662	33.751102	2934	1	United States of America	USA	North America	175707679.3125	18
31845	33.751102	-84.544212	-84.446098	33.868778	2935	1	United States of America	USA	North America	172194385.554688	18
31846	33.751102	-84.446098	-84.405662	33.868778	2936	1	United States of America	USA	North America	70966958.585938	18
31846	33.868778	-84.544212	-84.405662	33.929634	2937	1	United States of America	USA	North America	125882056.648438	18
254765	33.678348	-84.405662	-83.925025	33.765228	2989	1	United States of America	USA	North America	622143147.882812	18
127382	33.765228	-84.405662	-84.263031	33.847381	2990	1	United States of America	USA	North America	174750704.242188	18
63691	33.847381	-84.405662	-84.263031	33.930248	2991	1	United States of America	USA	North America	176439799.851562	18
996	-34.784553	-58.480304	-58.410064	-34.678569	3186	1	Argentina	ARG	South America	112249699.378906	18
7961	-34.678569	-59.149929	-58.410064	-34.650863	3187	1	Argentina	ARG	South America	308841577.484375	18
15923	-34.650863	-59.149929	-58.410064	-34.627269	3188	1	Argentina	ARG	South America	262923328.152344	18
31846	-34.627269	-59.149929	-58.410064	-34.595397	3189	1	Argentina	ARG	South America	355051797.164062	18
63691	-36.204898	-58.410064	-58.372505	-34.595397	3190	1	Argentina	ARG	South America	919076139.023438	18
1990	-34.714366	-58.372505	-58.267574	-34.684284	3198	1	Argentina	ARG	South America	47577486.480469	18
15923	-34.684284	-58.372505	-57.95037	-34.595397	3202	0			South America	565156605.984375	18
31846	-34.595397	-70.796081	-70.749542	-33.451374	3241	1	Chile	CHL	South America	796073959.820312	18
63691	-34.595397	-70.749542	-70.676414	-33.451374	3242	1	Chile	CHL	South America	1250892725.10547	18
127382	-34.595397	-70.676414	-70.588813	-33.451374	3243	1	Chile	CHL	South America	1498460967.23828	18
63691	-34.595397	-70.588813	-70.543891	-33.451374	3244	1	Chile	CHL	South America	768414328.261719	18
31845	-34.595397	-58.566112	-58.436328	-34.548751	3270	1	Argentina	ARG	South America	91108787.96875	18
15923	-34.548751	-58.566112	-58.436328	-34.522872	3271	1	Argentina	ARG	South America	50524735.066406	18
7961	-34.522872	-58.566112	-58.436328	-34.496902	3272	1	Argentina	ARG	South America	50686620.390625	18
31846	-34.595397	-58.436328	-58.409408	-33.451374	3277	1	Argentina	ARG	South America	460480693.578125	18
15923	-34.595397	-58.409408	-58.394924	-33.451374	3278	0			South America	247756402.886719	18
7961	-34.595397	-58.394924	-58.385166	-33.451374	3279	0			South America	166915698.660156	18
3981	-34.595397	-58.385166	-58.37857	-33.451374	3280	0			South America	112828033.238281	18
1990	-34.595397	-58.37857	-58.373577	-33.451374	3281	0			South America	85407879.015625	18
63691	-33.451374	-71.276664	-70.658905	-33.396678	3308	1	Chile	CHL	South America	501683592.859375	18
3981	-33.396678	-70.762443	-70.734916	-33.272972	3312	1	Chile	CHL	South America	50507927.085938	18
7961	-33.396678	-70.734916	-70.710777	-33.272972	3313	1	Chile	CHL	South America	44291453.917969	18
15923	-33.396678	-70.710777	-70.658905	-33.272972	3314	1	Chile	CHL	South America	95177360.195312	18
127382	-33.451374	-70.603492	-70.475776	-33.412235	3340	1	Chile	CHL	South America	74224825.703125	18
63691	-33.412235	-70.603492	-70.475776	-33.397766	3341	1	Chile	CHL	South America	27431143	18
31845	-33.397766	-70.603492	-70.475776	-33.384723	3342	1	Chile	CHL	South America	24723738.058594	18
127382	-23.66193	-46.689647	-46.544925	-23.622177	3857	1	Brazil	BRA	South America	77824955.953125	18
509529	-23.622177	-46.818141	-46.614704	-23.557439	4297	1	Brazil	BRA	South America	178086301.580078	18
254764	-23.557439	-46.818141	-46.614704	-23.533964	4298	1	Brazil	BRA	South America	64555161.541016	18
127382	-23.533964	-46.818141	-46.614704	-23.504306	4299	1	Brazil	BRA	South America	81541658.546875	18
63691	-23.504306	-46.818141	-46.614704	-23.481597	4300	1	Brazil	BRA	South America	62423679.822266	18
31846	-23.481597	-46.818141	-46.614704	-23.454189	4301	1	Brazil	BRA	South America	75326223.119141	18
254764	-23.622177	-46.614704	-46.531589	-23.17908	4320	1	Brazil	BRA	South America	497276124.421875	18
15923	-23.019618	-43.683097	-43.209587	-23.011375	4500	1	Brazil	BRA	South America	52550962.3125	18
31846	-23.011375	-43.683097	-43.209587	-23.003726	4501	1	Brazil	BRA	South America	48761207.748047	18
63691	-23.003726	-43.683097	-43.209587	-22.979639	4502	1	Brazil	BRA	South America	153532900.951172	18
127382	-22.979639	-43.683097	-43.209587	-22.910509	4503	1	Brazil	BRA	South America	440489540.453125	18
127382	-22.910509	-43.683097	-43.209587	-22.848545	4504	1	Brazil	BRA	South America	394637620.238281	18
63691	-22.848545	-43.683097	-43.209587	-22.765419	4505	1	Brazil	BRA	South America	529132340.570312	18
15923	4.395153	-74.178062	-74.121986	4.693585	4749	1	Colombia	COL	South America	208033266.247559	18
7961	25.671577	-80.348396	-80.242912	25.703359	4894	1	United States of America	USA	North America	46100180.488281	18
15923	25.703359	-80.348396	-80.242912	25.749126	4895	1	United States of America	USA	North America	66407227.269531	18
31846	25.749126	-80.348396	-80.242912	25.807437	4896	1	United States of America	USA	North America	84645462.125	18
63691	25.575963	-80.242912	-80.186477	25.807437	4897	0			North America	179639324.417969	18
31846	25.575963	-80.186477	-80.134803	25.807437	4898	1	United States of America	USA	North America	164484494.546875	18
63691	25.807437	-80.368637	-80.296989	26.558071	4991	1	United States of America	USA	North America	742672796.800781	18
31845	25.807437	-80.296989	-80.1763	25.868709	5060	1	United States of America	USA	North America	101815880.207031	18
31846	25.868709	-80.296989	-80.1763	25.938699	5061	1	United States of America	USA	North America	116367234.898438	18
127382	25.807437	-80.1763	-80.123947	28.049964	5085	1	United States of America	USA	North America	1631953868.19531	18
31845	-3.106149	-74.121986	-74.066711	4.637764	5722	1	Colombia	COL	South America	5308861084.18848	18
995	4.601387	-74.066711	-73.635177	4.6098	5726	1	Colombia	COL	South America	45134944.930664	18
3981	4.6098	-74.066711	-73.635177	4.637764	5727	1	Colombia	COL	South America	150028046.178223	18
63691	4.637764	-74.121986	-74.060768	4.743073	5916	1	Colombia	COL	South America	80157464.295898	18
31845	4.637764	-74.060768	-74.051177	4.743073	5917	1	Colombia	COL	South America	12558238.427246	18
15923	4.637764	-74.051177	-74.043342	4.743073	5918	1	Colombia	COL	South America	10258971.75293	18
7961	4.637764	-74.043342	-74.037178	4.743073	5919	1	Colombia	COL	South America	8071002.155029	18
3981	4.637764	-74.037178	-74.031707	4.743073	5920	1	Colombia	COL	South America	7163603.632812	18
1990	4.637764	-74.031707	-74.029174	4.743073	5921	1	Colombia	COL	South America	3316652.896973	18
995	4.637764	-74.029174	-74.027748	4.743073	5922	1	Colombia	COL	South America	1867172.140625	18
995	10.471966	-68.024665	-67.006759	10.595045	6048	0			High Seas	1579120126.78223	18
15923	10.347163	-67.006759	-66.936042	11.539042	6050	0			High Seas	1063840816.69678	18
31846	10.347163	-66.936042	-66.871612	11.539042	6051	0			High Seas	969261476.302246	18
3980	10.199234	-66.871612	-66.827819	10.462494	6065	1	Venezuela	VEN	South America	145221402.789062	18
15923	10.462494	-66.871612	-66.832176	11.539042	6074	0			High Seas	535957194.44873	18
7961	10.462494	-66.832176	-66.794998	11.539042	6075	0			High Seas	505269717.396973	18
15923	37.667423	-122.857131	-122.444076	37.712364	7057	0			North America	290693063.828125	18
31846	37.712364	-122.857131	-122.444076	37.768276	7058	0			North America	361903311.820312	18
1990	37.768276	-122.51152	-122.497833	37.892738	7061	1	United States of America	USA	North America	26727283.476562	18
3981	37.768276	-122.497833	-122.482994	37.892738	7062	1	United States of America	USA	North America	28976850.992188	18
7961	37.768276	-122.482994	-122.467987	37.892738	7063	1	United States of America	USA	North America	29304912.914062	18
15923	37.768276	-122.467987	-122.444076	37.892738	7064	0			North America	46692195.148438	18
31845	37.61539	-122.444076	-122.398979	37.749454	7180	1	United States of America	USA	North America	94667372.367188	18
15923	37.61539	-122.398979	-122.386108	37.749454	7181	1	United States of America	USA	North America	27018731.84375	18
7961	37.61539	-122.386108	-122.376052	37.749454	7182	1	United States of America	USA	North America	21109499.445312	18
995	37.61539	-122.376052	-122.241058	37.749454	7183	0			North America	283378656.328125	18
127382	37.749454	-122.444076	-122.174247	37.779067	7187	0			North America	125253873.96875	18
254765	37.779067	-122.444076	-122.174247	37.856296	7188	1	United States of America	USA	North America	326891195.078125	18
15922	37.856296	-122.444076	-122.283149	37.933544	7189	0			North America	195211499.28125	18
7962	41.716285	-87.92144	-87.835525	41.842014	10867	1	United States of America	USA	North America	179503194.632812	18
15923	41.716285	-87.835525	-87.756576	41.842014	10868	1	United States of America	USA	North America	164949050.96875	18
63691	41.842014	-87.999526	-87.756576	41.913173	10869	1	United States of America	USA	North America	287728016.125	18
63691	41.913173	-87.999526	-87.756576	41.988906	10870	1	United States of America	USA	North America	306575358.789062	18
63691	41.722644	-87.756576	-87.643463	41.792865	10883	1	United States of America	USA	North America	131947833.625	18
63691	41.792865	-87.756576	-87.643463	41.882831	10884	1	United States of America	USA	North America	169260834.71875	18
127382	41.882831	-87.756576	-87.643463	41.944019	10885	1	United States of America	USA	North America	115254482.289062	18
63691	38.646717	-77.140205	-77.060302	38.868839	12254	1	United States of America	USA	North America	282042626.125	18
127382	38.646717	-77.060302	-76.97673	38.868839	12255	0			North America	294993509.007812	18
127382	38.646717	-76.97673	-76.906639	38.868839	12256	1	United States of America	USA	North America	247408103.679688	18
31846	38.868839	-77.185333	-77.098747	39.027889	12274	1	United States of America	USA	North America	219434468.492188	18
63691	38.868839	-77.098747	-77.055198	39.027889	12275	1	United States of America	USA	North America	110366013.773438	18
127382	38.868839	-77.055198	-77.031211	39.027889	12276	1	United States of America	USA	North America	60790134.617188	18
254765	38.868839	-77.031211	-76.986923	39.027889	12277	1	United States of America	USA	North America	112238857.789062	18
254764	38.868839	-76.986923	-76.888832	39.027889	12278	1	United States of America	USA	North America	248591532.679688	18
31846	43.590309	-79.715156	-79.398117	43.634536	13042	1	Canada	CAN	North America	239988629.3125	18
63691	43.634536	-79.715156	-79.398117	43.66468	13043	1	Canada	CAN	North America	163671383.210938	18
995	43.251525	-79.398117	-79.376121	43.632522	13047	1	Canada	CAN	North America	143031309.0625	18
3981	43.632522	-79.398117	-78.999893	43.640251	13049	1	Canada	CAN	North America	52700450.46875	18
31846	43.640251	-79.398117	-78.999893	43.649105	13050	1	Canada	CAN	North America	60379633.53125	18
63691	43.649105	-79.398117	-78.999893	43.66468	13051	1	Canada	CAN	North America	106234930.09375	18
31845	43.66468	-79.559852	-79.479019	43.771591	13105	1	Canada	CAN	North America	148172133.179688	18
31846	43.66468	-79.479019	-79.419746	43.771591	13106	1	Canada	CAN	North America	108651254.4375	18
63691	43.66468	-79.419746	-79.351669	43.771591	13107	1	Canada	CAN	North America	124789557.609375	18
31845	43.66468	-79.351669	-79.305267	43.771591	13108	1	Canada	CAN	North America	85057876.414062	18
15923	43.771591	-79.533668	-79.445602	43.894397	13122	1	Canada	CAN	North America	185787946.476562	18
15923	43.771591	-79.445602	-79.368675	43.894397	13123	1	Canada	CAN	North America	162288617.171875	18
15923	43.771591	-79.368675	-79.303627	43.894397	13124	1	Canada	CAN	North America	137228150.96875	18
63691	40.648902	-74.090568	-73.985321	40.703834	13582	0			North America	94466412.789062	18
127382	40.703834	-74.090568	-73.985321	40.714168	13583	0			North America	17780056.351562	18
254765	40.714168	-74.090568	-73.985321	40.7355	13584	1	United States of America	USA	North America	36711281.421875	18
31845	40.7355	-74.155326	-74.065162	40.845436	13601	1	United States of America	USA	North America	162240879.320312	18
31846	40.7355	-74.065162	-74.03144	40.845436	13602	1	United States of America	USA	North America	60679283.664062	18
63691	40.7355	-74.03144	-74.004936	40.845436	13603	1	United States of America	USA	North America	47691232.257812	18
254765	40.7355	-74.004936	-73.985321	40.845436	13604	0			North America	35295182.640625	18
127382	40.650936	-73.985321	-73.297424	40.676834	13798	1	United States of America	USA	North America	291038603.179688	18
254764	40.676834	-73.985321	-73.297424	40.71614	13799	1	United States of America	USA	North America	441932193.421875	18
509529	40.71614	-73.985321	-73.297424	40.778339	13800	1	United States of America	USA	North America	699860320.945312	18
254764	40.778339	-73.985321	-73.908607	41.033481	13801	1	United States of America	USA	North America	320923190.53125	18
127382	40.778339	-73.908607	-73.852333	41.033481	13802	1	United States of America	USA	North America	235415069.273438	18
15923	42.109733	-71.143226	-71.055595	42.26126	14269	1	United States of America	USA	North America	222068635.335938	18
63691	42.26126	-71.286842	-71.055595	42.326122	14270	1	United States of America	USA	North America	251275564	18
127382	42.326122	-71.286842	-71.055595	42.35506	14271	1	United States of America	USA	North America	112189459.171875	18
127382	42.35506	-71.286842	-71.055595	42.418464	14272	1	United States of America	USA	North America	245991106.625	18
15923	42.418464	-71.140983	-71.055595	42.58049	14275	1	United States of America	USA	North America	232535811.171875	18
7962	42.212509	-71.055595	-70.954864	42.249629	14310	1	United States of America	USA	North America	62578268.273438	18
15923	42.249629	-71.055595	-70.954864	42.331123	14311	1	United States of America	USA	North America	137514904.523438	18
15923	42.331123	-71.055595	-70.954864	42.359107	14312	0			North America	47261948.335938	18
31845	42.359107	-71.055595	-70.954864	42.408729	14313	1	United States of America	USA	North America	83857971.804688	18
15923	42.408729	-71.055595	-70.954864	42.457489	14314	1	United States of America	USA	North America	82465891.15625	18
995	-33.923774	18.38548	18.39373	-26.113502	14576	1	South Africa	ZAF	Africa	923368837.696289	18
3981	-33.923774	18.415939	18.423002	-26.113502	14578	1	South Africa	ZAF	Africa	790515648.5625	18
7961	-33.923774	18.423002	18.423345	-26.113502	14579	1	South Africa	ZAF	Africa	38389758.949219	18
15923	-33.923774	18.423345	26.197231	-33.869419	14581	1	South Africa	ZAF	Africa	6308386097.00781	18
3980	-33.869419	18.423345	19.018333	-33.812358	14582	1	South Africa	ZAF	Africa	506529535.856445	18
7961	-26.362579	27.90632	27.978822	-26.113502	14646	1	South Africa	ZAF	Africa	249488783.890625	18
15923	-26.362579	27.978822	28.035499	-26.113502	14647	1	South Africa	ZAF	Africa	195032906.744141	18
15923	-26.362579	28.035499	28.104278	-26.113502	14648	1	South Africa	ZAF	Africa	236677458.101562	18
995	-26.264316	28.104278	28.219581	-26.206989	14650	1	South Africa	ZAF	Africa	91318303.121094	18
1990	-26.206989	28.104278	28.219581	-26.164606	14651	1	South Africa	ZAF	Africa	67484535.763672	18
3981	-26.164606	28.104278	28.219581	-26.113502	14652	1	South Africa	ZAF	Africa	81337986.648438	18
15923	-2.514392	36.773002	36.813449	0	14743	1	Kenya	KEN	Africa	1260669266.11206	18
15923	-2.514392	36.813449	36.838481	0	14744	1	Kenya	KEN	Africa	780208002.307129	18
7961	-2.514392	36.838481	36.898941	0	14745	1	Kenya	KEN	Africa	1884442945.80908	18
3981	-2.514392	36.898941	36.947551	0	14746	1	Kenya	KEN	Africa	1515097115.37817	18
15923	5.707555	3.240804	3.333205	6.588887	14787	0			High Seas	1015005085.72797	18
31846	5.707555	3.333205	3.375581	6.588887	14788	0			High Seas	465491233.999741	18
995	6.416214	3.375581	4.523265	6.42274	14803	0			High Seas	93399259.146515	18
1990	6.42274	3.375581	4.523265	6.427936	14804	1	Nigeria	NGA	High Seas	74365329.224457	18
3981	6.427936	3.375581	4.523265	6.434302	14805	1	Nigeria	NGA	High Seas	91111444.878174	18
7961	6.434302	3.375581	4.523265	6.443761	14806	1	Nigeria	NGA	High Seas	135381178.360352	18
15923	6.443761	3.375581	4.523265	6.45647	14807	1	Nigeria	NGA	Africa	181900517.46524	18
31846	6.45647	3.375581	4.523265	6.530801	14808	1	Nigeria	NGA	Africa	1063971466.67362	18
15922	6.530801	3.375581	3.422916	7.359422	14809	1	Nigeria	NGA	Africa	489646939.719833	18
31846	22.161268	46.641876	46.686073	24.761854	14984	1	Saudi Arabia	SAU	Asia	1552863948.64648	18
31846	22.161268	46.686073	46.750923	24.761854	14985	1	Saudi Arabia	SAU	Asia	2278508203.48633	18
15923	22.161268	46.750923	46.788841	24.761854	14986	1	Saudi Arabia	SAU	Asia	1332250949.26563	18
7961	22.161268	46.788841	46.830513	24.761854	14987	1	Saudi Arabia	SAU	Asia	1464147939.17773	18
3981	22.161268	46.830513	46.86222	24.761854	14988	1	Saudi Arabia	SAU	Asia	1114027133.50781	18
995	33.536315	-7.978558	-7.631874	33.589977	15023	0			Africa	276664667.268066	18
995	33.533298	-7.631874	-5.860301	33.574672	15026	1	Morocco	MAR	Africa	1089917267.65918	18
995	33.574672	-7.631874	-7.592891	33.68803	15027	0			Africa	65769422.759277	18
31846	30.019134	31.084548	34.96099	30.064741	15386	1	Egypt	EGY	Africa	2530814355.38281	18
7961	30.064741	31.084548	31.343278	30.077829	15387	1	Egypt	EGY	Africa	48489116.992188	18
3980	30.077829	31.084548	31.343278	30.093545	15388	1	Egypt	EGY	Africa	58233948.242188	18
1990	30.093545	31.084548	31.343278	30.111099	15389	1	Egypt	EGY	Africa	65055405.076172	18
995	30.111099	31.084548	31.343278	30.13516	15390	1	Egypt	EGY	Africa	89189235.189453	18
995	38.693187	-9.35009	-9.228259	38.703655	15713	0			Europe	20249773.782227	18
1990	38.703655	-9.35009	-9.228259	38.750194	15714	1	Portugal	PRT	Europe	90063061.228516	18
1990	38.750194	-9.35009	-9.228259	38.795722	15715	1	Portugal	PRT	Europe	88163388.249023	18
15923	37.379653	-9.228259	-9.14881	41.85572	15718	0			Europe	5724272255.62988	18
3981	38.623085	-9.14881	-8.803945	38.707199	15722	1	Portugal	PRT	Europe	460377603.757812	18
7962	38.707199	-9.14881	-8.803945	38.732849	15723	1	Portugal	PRT	Europe	140496782.924805	18
7961	38.732849	-9.14881	-8.803945	38.776145	15724	1	Portugal	PRT	Europe	237266498.615234	18
995	38.776145	-9.14881	-9.098172	38.957366	15725	1	Portugal	PRT	Europe	146052632.970703	18
995	38.776145	-9.098172	-8.803945	38.957366	15726	1	Portugal	PRT	Europe	848624117.087891	18
15923	40.242118	-3.797547	-3.743999	40.354099	15975	1	Spain	ESP	Europe	97427669.889648	18
7961	40.242118	-3.743999	-3.713418	40.354099	15976	1	Spain	ESP	Europe	55640464.123535	18
3981	40.242118	-3.713418	-3.690128	40.354099	15977	1	Spain	ESP	Europe	42374886.676025	18
995	40.242118	-3.690128	-3.6784	40.354099	15978	1	Spain	ESP	Europe	21338457.317871	18
995	40.242118	-3.6784	-3.539623	40.354099	15979	1	Spain	ESP	Europe	252497193.999268	18
63691	40.354099	-3.797547	-3.502872	40.403102	15981	1	Spain	ESP	Europe	234897646.537842	18
127382	40.403102	-3.797547	-3.502872	40.425136	15982	1	Spain	ESP	Europe	105676498.675781	18
127382	40.425136	-3.797547	-3.502872	40.451583	15983	1	Spain	ESP	Europe	126887256.863525	18
63691	40.451583	-3.797547	-3.502872	40.478595	15984	1	Spain	ESP	Europe	129649570.321045	18
31846	40.478595	-3.797547	-3.502872	40.519622	15985	1	Spain	ESP	Europe	197017231.43042	18
31846	41.273952	2.06679	2.122825	41.384784	16296	1	Spain	ESP	Europe	102487323.291504	18
31845	41.273952	2.122825	2.154078	41.384784	16297	1	Spain	ESP	Europe	57161351.206055	18
15923	41.273952	2.154078	2.171114	41.384784	16298	1	Spain	ESP	Europe	31158633.703857	18
7961	41.273952	2.171114	2.178865	41.384784	16299	0			Europe	14176483.320068	18
3981	41.273952	2.178865	2.183856	41.384784	16300	0			Europe	9128477.390137	18
1990	41.273952	2.183856	2.189785	41.384784	16301	0			Europe	10844067.811035	18
995	41.273952	2.189785	2.300188	41.379482	16302	0			Europe	192258137.218018	18
996	41.379482	2.189785	2.300188	41.384784	16303	0			Europe	9667586.942871	18
7962	41.384784	2.051532	2.095282	41.493564	16332	1	Spain	ESP	Europe	78669445.521484	18
63691	41.384784	2.095282	2.162882	41.85572	16338	1	Spain	ESP	Europe	527723152.827393	18
63691	41.384784	2.162882	2.300188	41.408683	16339	0			Europe	54208110.933594	18
31846	41.408683	2.162882	2.300188	41.44141	16340	1	Spain	ESP	Europe	74264288.228027	18
15923	41.44141	2.162882	2.300188	41.469524	16341	1	Spain	ESP	Europe	63826354.174805	18
7961	41.469524	2.162882	2.300188	41.56903	16342	1	Spain	ESP	Europe	226128093.533936	18
1990	41.709606	12.360386	12.447867	41.813793	16436	1	Italy	ITA	Europe	151417749.875	18
1991	41.709606	12.447867	12.467247	41.813793	16437	1	Italy	ITA	Europe	33544152.359375	18
3981	41.813793	12.360386	12.467247	41.85572	16438	1	Italy	ITA	Europe	74517366.606445	18
995	41.680953	12.467247	12.585421	41.818359	16467	1	Italy	ITA	Europe	269709205.678711	18
995	41.818359	12.467247	12.585421	41.831577	16468	1	Italy	ITA	Europe	25975608.44043	18
3981	41.831577	12.467247	12.585421	41.85572	16469	1	Italy	ITA	Europe	47458933.621094	18
3981	37.379653	23.637966	23.679763	37.975631	16688	0			Europe	390024537.265625	18
7961	37.379653	23.679763	23.714799	37.975631	16689	0			Europe	326934940.011719	18
15923	37.379653	23.714799	23.757535	37.975631	16690	0			Europe	398786722.123047	18
995	37.975631	23.530044	23.652227	38.313812	16692	1	Greece	GRC	Europe	651074903.568359	18
1990	37.975631	23.652227	23.686008	38.313812	16693	1	Greece	GRC	Europe	180008358.916016	18
3981	37.975631	23.686008	23.715671	38.313812	16694	1	Greece	GRC	Europe	158064827.876953	18
7962	37.975631	23.715671	23.72792	38.313812	16695	1	Greece	GRC	Europe	65271081.033203	18
15923	37.975631	23.72792	23.757535	38.313812	16696	1	Greece	GRC	Europe	157809050.925781	18
1990	37.832557	23.757535	23.763299	37.941619	16700	1	Greece	GRC	Europe	9870531.519531	18
995	37.832557	23.763299	23.768882	37.941619	16701	1	Greece	GRC	Europe	9560579.023438	18
996	37.832557	23.768882	23.874557	37.941619	16702	1	Greece	GRC	Europe	180962598.632812	18
7961	37.941619	23.757535	23.874557	38.00806	16703	1	Greece	GRC	Europe	122226415.222656	18
7961	38.00806	23.757535	23.874557	38.044517	16704	1	Greece	GRC	Europe	67114211.792969	18
3981	38.044517	23.757535	23.874557	38.075561	16705	1	Greece	GRC	Europe	57175690.552734	18
127382	41.005973	28.865892	29.067388	41.035728	16910	1	Turkey	TUR	Europe	98475091.126953	18
127382	41.035728	28.865892	29.067388	41.063686	16911	1	Turkey	TUR	Europe	92568432.613281	18
63691	41.063686	28.865892	29.067388	41.080371	16912	1	Turkey	TUR	Europe	55262484.701172	18
31846	41.080371	28.865892	29.067388	41.108482	16913	1	Turkey	TUR	Europe	93138344.595703	18
15923	41.108482	28.865892	29.067388	41.131057	16914	1	Turkey	TUR	Europe	74825149.478516	18
7961	41.131057	28.865892	29.067388	41.175148	16915	1	Turkey	TUR	Europe	146214517.443359	18
3981	41.175148	28.865892	29.067388	41.192676	16916	1	Turkey	TUR	Europe	58153666.734375	18
1990	41.192676	28.865892	29.067388	41.207485	16917	1	Turkey	TUR	Europe	49144817.800781	18
15923	41.027832	29.067388	29.815998	41.080131	16956	1	Turkey	TUR	Asia	643380113.818359	18
7961	41.080131	29.067388	29.815998	41.114109	16957	1	Turkey	TUR	Asia	418270311.025391	18
3981	41.114109	29.067388	29.137847	41.85572	16958	0			Europe	864381677.533203	18
15923	48.728504	2.227535	2.27563	48.868473	18016	1	France	FRA	Europe	126642886.259277	18
31846	48.728504	2.27563	2.306646	48.868473	18017	1	France	FRA	Europe	81670771.602295	18
63691	48.728504	2.306646	2.350811	48.868473	18018	1	France	FRA	Europe	116294481.165283	18
63691	48.728504	2.350811	2.384258	48.868473	18019	1	France	FRA	Europe	88072036.941406	18
31845	48.728504	2.384258	2.47597	48.868473	18020	1	France	FRA	Europe	241494383.71167	18
31846	48.868473	2.239215	2.296329	49.027538	18061	1	France	FRA	Europe	171421093.589355	18
127382	48.868473	2.296329	3.863137	48.942802	18103	1	France	FRA	Europe	2195595063.83154	18
7961	48.942802	2.296329	2.543163	48.98545	18104	1	France	FRA	Europe	198696666.791504	18
63691	51.353996	-0.223584	-0.060274	51.421009	18170	1	United Kingdom	GBR	Europe	217317621.080414	18
127382	51.421009	-0.223584	-0.060274	51.47895	18171	1	United Kingdom	GBR	Europe	188154872.096649	18
254765	51.47895	-0.223584	-0.060274	51.51165	18172	1	United Kingdom	GBR	Europe	106293969.920837	18
63691	51.409088	-0.060274	0.312486	51.460697	18188	1	United Kingdom	GBR	Europe	382408875.54504	18
127382	51.460697	-0.060274	0.312486	51.51165	18189	1	United Kingdom	GBR	Europe	377972544.376072	18
995	45.888439	5.684999	6.100224	46.152244	18410	1	France	FRA	Europe	1954783181.31006	18
996	45.888439	6.100224	6.130456	46.152244	18411	1	France	FRA	Europe	142325257.721191	18
995	45.904922	6.130456	6.275271	46.152244	18416	1	France	FRA	Europe	639253293.665527	18
7961	45.413909	8.712544	9.122065	45.472774	18522	1	Italy	ITA	Europe	425772308.193359	18
3981	45.472774	9.005833	9.122065	45.53062	18527	1	Italy	ITA	Europe	118875624.753906	18
995	46.152244	6.019195	6.056937	46.254627	18561	1	Switzerland	CHE	Europe	69187331.950684	18
3981	46.152244	6.056937	6.108271	46.254627	18563	1	Switzerland	CHE	Europe	94103717.300781	18
1991	46.254627	6.056937	6.108271	46.523658	18566	1	France	FRA	Europe	248116225.757324	18
15923	46.152244	6.108271	6.460522	46.21635	18571	1	France	FRA	Europe	404178662.116699	18
7961	46.21635	6.108271	6.460522	46.25	18572	1	France	FRA	Europe	212347024.321289	18
1990	46.25	6.108271	6.164417	46.356979	18573	1	Switzerland	CHE	Europe	107741625.241699	18
995	46.25	6.164417	6.180745	46.356979	18574	1	Switzerland	CHE	Europe	31332690.787109	18
996	46.25	6.180745	6.460522	46.356979	18575	1	France	FRA	Europe	536879362.470703	18
995	47.174186	8.310435	8.516699	47.341766	18744	1	Switzerland	CHE	Europe	631119591.168945	18
996	47.174186	8.516699	8.535305	47.341766	18745	1	Switzerland	CHE	Europe	56930007.723633	18
1991	47.341766	8.448858	8.498005	47.461059	18752	1	Switzerland	CHE	Europe	107338916.495117	18
