origFID	bottom	left	right	top	value	scalerank	admin	adm0_a3	region	area_sq_m	zoom_start
1	-90	-180	-151.75	-52.548587	995	0			Antarctica	41314614924007.1	10
2	-52.548587	-180	-151.75	-30.3614	995	0			High Seas	10534500870832.9	10
4	-30.3614	-176.503295	-151.75	-21.7443	995	0			Oceania	2946307339406.69	10
6	-17.0799	-180	-170.75	-5.78151	995	0			Oceania	1323622439584.77	10
7	-21.7443	-170.75	-151.75	-5.78151	995	0			Oceania	3883614319740.12	10
9	-90	-151.75	-119.914215	-57.821994	995	0			Antarctica	42908133452267.4	10
10	-57.821994	-151.75	-119.914215	-32.379238	995	0			High Seas	14589782352894.6	10
11	-90	-119.914215	-83.925025	-58.709003	995	0			Antarctica	47753937508779.1	10
12	-58.709003	-119.914215	-83.925025	-32.379238	995	0			High Seas	17245352331756.7	10
15	-32.379238	-149.474197	-115.910003	-5.78151	995	0			Oceania	11838641844502.2	10
16	-32.379238	-115.910003	-83.925025	-5.78151	996	0			High Seas	11281626454259	10
17	-5.78151	-180	-111.899627	9.899632	995	0			Oceania	13283525191968.8	10
18	-5.78151	-111.899627	-90.408226	9.899632	995	0			High Seas	4192070527927.99	10
19	-5.78151	-90.408226	-84.630622	9.61847	995	0			High Seas	1106542367349.25	10
30	9.983576	-180	-90.802223	14.091153	995	0			High Seas	4643436984444.12	10
84	14.091153	-180	-101.642761	17.957759	995	0			High Seas	3907140782307.76	10
197	17.957759	-155.625305	-104.346534	19.283622	995	0			High Seas	889080640625.25	10
380	19.451721	-180	-159.58522	28.650939	995	0			High Seas	2552318479136.35	10
458	19.451721	-149.912994	-111.674942	28.650939	995	0			High Seas	4780638670893.16	10
959	28.650939	-180	-115.931442	31.569952	995	0			High Seas	2679512330268.68	10
1737	31.569952	-180	-119.228134	34.209793	995	0			High Seas	2367886949770.27	10
3012	-90	-83.925025	-53.828998	-61.488136	995	1	Antarctica	ATA	Antarctica	37853722158350.5	10
3013	-61.488136	-83.925025	-53.828998	-54.805145	995	0			High Seas	4739425252943.06	10
3024	-51.833332	-83.925025	-73.764007	-42.45578	995	0			High Seas	1742541589100.02	10
3038	-51.833332	-61.266666	-53.828998	-41.480743	996	0			High Seas	1396378174506.35	10
3284	-33.451374	-83.925025	-71.686294	-23.622177	995	0			High Seas	1700198068923.66	10
3494	-90	-53.828998	-35.331676	-56.069999	995	0			Antarctica	25667059458037.5	10
3495	-90	-35.331676	-15.413137	-56.069999	995	0			Antarctica	27639153647768	10
3496	-56.069999	-53.828998	-51.086685	-32.172821	995	0			High Seas	1155868653614.64	10
3497	-56.069999	-51.086685	-15.413137	-32.172821	995	0			High Seas	15036188756140.4	10
3750	-28.491559	-48.380043	-15.413137	-25.450813	996	0			High Seas	1394074683191.86	10
4620	-23.622177	-40.142658	-15.413137	-19.87363	996	0			High Seas	1237058424407.24	10
5730	-3.106149	-73.045898	-65.018234	4.637764	995	1	Brazil	BRA	South America	771013170629.038	10
6233	21.817316	-74.121986	-66.138389	33.378696	995	0			High Seas	1294054941556.73	10
6292	11.539042	-59.470649	-48.020423	18.253782	996	0			High Seas	986543396078.097	10
6318	18.253782	-64.576072	-54.604454	34.209793	995	0			High Seas	2208673291649.09	10
6319	18.253782	-54.604454	-48.020423	34.209793	996	0			High Seas	1458336392458.04	10
6577	-19.87363	-34.872875	-15.413137	-8.061859	996	0			High Seas	2941003719233.02	10
6782	4.195886	-46.763156	-35.208522	14.920888	995	0			High Seas	1559691490163.74	10
6783	-2.483406	-35.208522	-25.600599	14.920888	995	0			High Seas	2092703869278.94	10
6784	-2.483406	-25.600599	-17.506404	14.920888	995	0			High Seas	1762998433188.75	10
6789	14.920888	-41.900287	-23.507286	28.100851	995	0			High Seas	3238346318142.64	10
6790	14.920888	-23.507286	-18.007616	28.100851	996	0			High Seas	968294194922.273	10
6805	28.100851	-48.020423	-17.769605	34.209793	995	0			High Seas	2678218513098.72	10
6838	34.209793	-180	-171.682998	52.198898	995	0			High Seas	2573071616459.73	10
6839	34.209793	-171.682998	-157.292358	52.198898	995	0			High Seas	4452102732053	10
6840	52.198898	-180	-164.098403	61.199626	995	0			North America	3249365306957.84	10
6841	52.198898	-164.098403	-157.292358	61.199626	995	0			North America	1390761349353.38	10
6842	34.209793	-157.292358	-152.3367	57.81509	995	0			North America	2135793565354.44	10
6846	34.209793	-152.3367	-149.889343	60.381744	995	0			North America	1206416904607.09	10
6851	34.209793	-149.889343	-134.423645	58.322093	995	0			North America	6849138494049.42	10
6853	58.397228	-149.889343	-135.323822	60.706638	995	0			North America	822942081639.672	10
6860	61.199626	-180	-154.493057	64.504592	995	0			North America	2292170907388.34	10
6861	64.504592	-180	-154.493057	90	995	0			North America	29979727821629.5	10
6863	62.945999	-154.493057	-150.043945	90	995	0			North America	5423460555460.75	10
6877	61.199626	-149.035171	-134.423645	63.566158	996	1	United States of America	USA	North America	924912171368.719	10
6884	64.883399	-149.73114	-134.423645	90	996	0			North America	17823643212052.5	10
6885	34.209793	-134.423645	-124.220687	43.102241	995	0			High Seas	1443064122183.09	10
6942	58.301055	-134.423645	-123.500633	90	996	0			North America	14599408003849.2	10
7969	56.264839	-122.174247	-115.173423	90	996	1	Canada	CAN	North America	9684050152791.11	10
9494	53.804489	-106.346771	-90.243766	56.72628	996	1	Canada	CAN	North America	1023852234941.42	10
9498	56.72628	-111.095039	-90.243766	58.767219	996	1	Canada	CAN	North America	988500021528.5	10
9500	58.767219	-114.385086	-90.243766	62.454143	995	1	Canada	CAN	North America	2250418387133.89	10
9502	62.595378	-115.173423	-90.243766	90	996	1	Canada	CAN	North America	30625947096783.7	10
11504	52.985927	-90.243766	-81.799942	90	996	1	Canada	CAN	North America	12273157711853.5	10
13230	48.551467	-81.799942	-75.975776	90	996	0			North America	8972017275940.76	10
13786	46.370269	-75.975776	-73.985321	90	996	0			North America	3145850581000.7	10
13946	46.018768	-73.985321	-73.297424	90	996	1	Canada	CAN	North America	1091527925168.61	10
14253	46.878707	-73.297424	-71.286842	90	996	1	Canada	CAN	North America	3159215131686	10
14389	34.209793	-69.963287	-58.594852	43.0191	995	0			High Seas	1591873374180.12	10
14390	34.209793	-58.594852	-28.206418	43.0191	995	0			High Seas	4255162559105.97	10
14392	34.209793	-25.663318	-15.413137	43.0191	996	0			High Seas	1435289045011.65	10
14477	49.195205	-71.055595	-66.084045	90	996	0			North America	7598279964948.12	10
14515	47.760555	-66.084045	-63.575313	90	996	0			North America	3901513021500.31	10
14532	46.491058	-63.575313	-60.172355	90	996	0			North America	5370876190622.94	10
14547	43.0191	-52.688915	-15.413137	54.854934	996	0			High Seas	8377396633230.27	10
14548	54.854934	-60.172355	-45.599903	90	995	1	Greenland	GRL	North America	20607930028385.8	10
14549	54.854934	-45.599903	-23.383964	90	995	1	Greenland	GRL	North America	31417122967836.1	10
14551	64.152755	-23.383964	-22.0296	90	995	1	Greenland	GRL	North America	1605490338454.89	10
14556	54.854934	-21.905324	-15.413137	64.092796	995	0			High Seas	1474037000909.66	10
14563	65.681404	-21.905324	-15.413137	90	996	0			High Seas	7405781982015.73	10
14564	-90	-15.413137	16.323093	-61.371288	995	1	Antarctica	ATA	Antarctica	40012801405509.5	10
14565	-90	16.323093	18.391466	-61.371288	995	1	Antarctica	ATA	Antarctica	2607789207524.59	10
14566	-90	18.391466	26.197231	-76.312469	995	1	Antarctica	ATA	Antarctica	5661167392466.45	10
14567	-76.312469	18.391466	26.197231	-61.371288	995	0			Antarctica	4180282734504.41	10
14568	-61.371288	-15.413137	1.756375	-34.12955	995	0			High Seas	8916925176860.64	10
14569	-61.371288	1.756375	18.4305	-34.12955	995	0			High Seas	8659647694973.58	10
14570	-61.371288	18.4305	26.197231	-34.183597	995	0			High Seas	4027338109845.97	10
14575	-33.923774	-15.413137	18.38548	-26.113502	995	0			High Seas	3782859356977.5	10
14594	-90	26.197231	50.507564	-72.139846	995	1	Antarctica	ATA	Antarctica	22282203658137.4	10
14595	-72.139846	26.197231	50.507564	-52.969142	995	0			Antarctica	13061434546782.2	10
14596	-52.969142	26.197231	50.426418	-45.980262	995	0			High Seas	3236900946205.91	10
14601	-45.980262	26.87165	50.507564	-33.259963	996	0			High Seas	4860569466561.19	10
14609	-33.259963	30.332901	50.507564	-30.289421	996	0			High Seas	873750463432.863	10
14641	-29.8547	31.846773	50.507564	-26.362579	996	0			High Seas	915738114834.191	10
14657	-26.113502	-15.413137	4.520874	-1.675176	995	0			High Seas	6272436502831.14	10
14683	-22.541389	4.520874	15.260904	-8.842374	995	0			High Seas	1899040608994.52	10
14685	-8.828909	4.520874	13.231244	0	995	0			High Seas	956778955115.275	10
14687	-22.541389	15.260904	23.488075	-10.97844	995	1	Angola	AGO	Africa	1233632346506.64	10
14690	-10.97844	18.8162	28.125217	0	996	1	Democratic Republic of the Congo	COD	Africa	1274267947909.84	10
14717	-25.744819	35.324352	50.507564	-15.7875	996	0			High Seas	2006899416883.92	10
14723	-11.180521	28.125217	36.697132	-3.379619	995	1	United Republic of Tanzania	TZA	Africa	836039882109.094	10
14730	-15.7875	39.27695	50.507564	-6.811036	995	0			High Seas	1275357453808.47	10
14752	0	-15.413137	-1.839172	5.707555	995	0			High Seas	961653714925.041	10
14794	9	-15.413137	-1.557713	24.761854	996	1	Mauritania	MRT	Africa	2838749494139.63	10
14800	10.783332	-1.557713	3.303385	24.761854	996	1	Mali	MLI	Africa	886907752820.763	10
14897	12.05	7.47814	12.48062	24.761854	996	1	Niger	NER	Africa	832594262200.768	10
14899	0	13.177603	31.102394	11.806799	995	1	Central African Republic	CAF	Africa	2641339980400.82	10
14902	11.806799	12.48062	25	24.761854	995	1	Chad	TCD	Africa	2122242352014.36	10
14903	11.806799	25	32.5074	24.761854	995	1	Sudan	SDN	Africa	1272628695152.05	10
15195	24.761854	-2.300579	8.133045	36.080562	995	1	Algeria	DZA	Africa	1701768256644.95	10
17156	43.537052	-15.413137	-8.180766	51.51165	996	0			High Seas	1061308377848.22	10
22051	60.116664	-15.413137	4.365225	62.014862	995	0			High Seas	961952069401.883	10
22052	62.014862	-15.413137	4.365225	90	996	0			High Seas	24603756962227.4	10
22488	62.514034	4.365225	6.291824	90	996	0			High Seas	2371029902703.51	10
23339	68.773056	6.291824	17.287519	90	996	1	Norway	NOR	High Seas	11453075551591.4	10
23882	69.695899	17.287519	25.716667	90	996	1	Norway	NOR	High Seas	8507841984324.29	10
23952	64.139801	34.327136	40.527446	68.939186	995	1	Russia	RUS	Europe	929421757496.859	10
23954	61.781978	40.566776	50.507564	68.939186	996	1	Russia	RUS	Europe	2129428018803.14	10
23958	69.108039	25.716667	33.097442	90	996	0			High Seas	7602522360193.67	10
23961	68.939186	33.107101	50.507564	72.238845	996	0			High Seas	2145937585937.38	10
23962	72.238845	33.097442	41.036388	75.994445	995	0			High Seas	1356289401467.38	10
23963	72.238845	41.036388	50.507564	75.994445	995	0			High Seas	1618055548964.81	10
23964	75.994445	33.097442	41.036388	90	995	0			High Seas	5888495275583.56	10
23965	75.994445	41.036388	50.507564	90	996	0			High Seas	7024984819171.22	10
23966	-90	50.507564	70.142959	-62.190376	995	1	Antarctica	ATA	Antarctica	24334634781036.3	10
23967	-90	70.142959	107.008789	-62.190376	995	1	Antarctica	ATA	Antarctica	45688742648149.9	10
23968	-62.190376	50.507564	77.496505	-24.792982	995	0			High Seas	18188870809263.6	10
23969	-62.190376	77.496505	107.008789	-24.792982	995	0			High Seas	19889447346685.3	10
23973	-24.792982	55.645439	107.008789	-20.31719	996	0			High Seas	3085830647622.52	10
23975	-20.161989	50.507564	59.018184	-6.962123	995	0			High Seas	1435588585622.39	10
23976	-20.31719	59.018184	106.401718	-6.962123	995	0			High Seas	8089878207547.53	10
24030	-6.21	55.473403	73.135139	1.345358	995	0			High Seas	1656297463752.64	10
24031	-6.21	73.135139	97.497428	1.345358	995	0			High Seas	2284667683964.3	10
24291	-90	107.008789	134.943237	-65.548004	995	1	Antarctica	ATA	Antarctica	31977292855407.4	10
24292	-90	134.943237	151.019546	-65.548004	995	1	Antarctica	ATA	Antarctica	18402971160447.5	10
24293	-65.548004	107.008789	134.943237	-43.00608	995	0			High Seas	13810956603112.3	10
24294	-65.548004	134.943237	151.019546	-43.00608	995	0			High Seas	7948222421907.97	10
24299	-42.886436	107.008789	147.308288	-41.648834	995	0			High Seas	835232153289.633	10
24305	-41.648834	107.008789	142.477996	-38.175575	995	0			High Seas	1991036432101.33	10
24355	-37.79417	117.399169	137.55162	-32.362926	995	0			High Seas	1658616194047.26	10
24465	-90	151.019546	180	-63.056224	995	0			Antarctica	35239931706332.7	10
24466	-63.056224	151.019546	180	-46.413055	995	0			High Seas	10540472765095.1	10
24488	-43.498481	151.019546	172.068603	-41.28358	995	0			High Seas	782375430430.984	10
24508	-41.28358	154.231384	173.004714	-36.920555	995	0			High Seas	1308700370668.59	10
24564	-36.920555	151.256744	174.099029	-33.907936	995	0			High Seas	1046593129556.03	10
24606	-32.362926	107.008789	115.237983	-9.639599	995	0			High Seas	2503500680178.84	10
24675	-17.93678	115.237983	123.665176	-10.186937	995	0			High Seas	835034246666.912	10
24702	-32.362926	123.665176	133.872009	-17.258333	995	1	Australia	AUS	Oceania	2113513376760.94	10
24703	-32.362926	133.872009	139.487579	-17.258333	995	1	Australia	AUS	Oceania	1162807534240.79	10
24705	-31.958133	139.487579	145	-17.258333	995	1	Australia	AUS	Oceania	1108785209108.94	10
24724	-17.258333	132.871002	145.371963	-8.14459	996	0			High Seas	1448930172440.18	10
24757	-16.904443	145.732177	152.639404	-8.14459	996	0			Oceania	768896656106.471	10
24803	-32.362926	153.588409	164.972015	-19.952857	995	0			High Seas	1956074133565.66	10
24805	-19.952857	153.588409	167.330001	-8.14459	995	0			Oceania	2076923777570.39	10
24807	-32.362926	168.311172	180	-18.825067	995	0			High Seas	2181704784624.14	10
24809	-18.825067	168.311172	177.450927	-8.14459	995	0			Oceania	1245979487588.1	10
25644	-7.289999	140.728866	149.179504	1.345358	995	0			Oceania	906380436190.088	10
25645	-7.289999	149.179504	180	1.345358	996	0			High Seas	3305678767458.12	10
25646	1.345358	50.507564	72.941345	13.700323	995	0			High Seas	3471468774867.32	10
25733	1.345358	81.729393	95.267608	13.700323	996	0			High Seas	2094942918446.98	10
26600	14.717054	58.401485	67.040977	23.579273	995	0			High Seas	1005609763899.76	10
27069	25.103172	60.636997	66.484939	34.533332	995	1	Afghanistan	AFG	Asia	789142992661.445	10
27128	36.654201	50.507564	60.809234	43.348518	995	1	Turkmenistan	TKM	Asia	1117138610000.41	10
27175	43.221385	60.809234	71.424247	51.130126	995	1	Kazakhstan	KAZ	Asia	1534517445507.58	10
27266	61.667198	50.822334	77.061599	63.567638	995	1	Russia	RUS	Asia	1344079775062.87	10
27267	63.567638	50.507564	64.029701	90	995	0			High Seas	16251969693059.2	10
27268	63.567638	64.029701	77.061599	90	996	0			High Seas	15662761835576.7	10
27473	43.901031	77.061599	83.936477	53.335563	995	1	Kazakhstan	KAZ	Asia	1220797426267.12	10
27475	43.901031	83.936477	89.37928	51.681365	995	1	China	CHN	Asia	783159366305.309	10
27483	39.953102	91.381805	99.396911	52.254364	995	1	Mongolia	MNG	Asia	1772982589035.86	10
27484	39.953102	99.396911	104.280067	52.254364	995	1	Mongolia	MNG	Asia	1080179172620.56	10
27491	39.953102	106.763259	113.519599	47.909641	995	1	Mongolia	MNG	Asia	927133328480.051	10
27506	41.80146	113.519599	124.609527	47.591518	995	1	China	CHN	Asia	1120800296356.33	10
27507	47.591518	113.519599	124.609527	53.356338	996	1	Russia	RUS	Asia	1246894704902.53	10
27527	56.5662	77.061599	86.203285	90	996	1	Russia	RUS	Asia	12583729789766.5	10
27538	56.180053	86.203285	92.839706	69.346603	995	1	Russia	RUS	Asia	2412036541769.89	10
27540	69.355674	86.203285	92.839706	90	996	0			High Seas	6778370872706.27	10
27544	53.356338	92.935417	124.609527	56.017452	996	1	Russia	RUS	Asia	1807773218066.36	10
27548	56.426891	92.839706	124.609527	63.215854	995	1	Russia	RUS	Asia	5338513497561	10
27549	63.215854	92.839706	124.609527	90	996	1	Russia	RUS	Asia	38492695883476.4	10
27607	11.247034	124.609527	136.293762	24.2	995	0			High Seas	1974001137545.61	10
28178	1.345358	136.293762	139.598022	34.26221	995	0			High Seas	1439786352757.58	10
28417	1.345358	144.838195	153.976806	13.52464	995	0			Oceania	1393664936503.98	10
28420	17.2	144.838195	153.976806	35.669456	996	0			High Seas	2351110192262.83	10
28421	1.345358	153.976806	157.001708	24.285787	995	0			Oceania	888461212871.271	10
28422	1.345358	157.001708	180	24.285787	995	0			Oceania	6754959467872.92	10
28424	24.285787	153.976806	180	35.669456	996	0			High Seas	4249626981380.47	10
28901	50.304191	124.609527	127.523773	62.007102	995	1	Russia	RUS	Asia	766165699316	10
28903	50.265918	127.563003	139.436874	62.007102	996	1	Russia	RUS	Asia	3130496653986.95	10
28906	62.039299	124.609527	139.436874	90	996	0			High Seas	18435253195438.6	10
29027	35.74937	142.300003	180	37.275001	996	0			High Seas	886849194677.879	10
29169	37.275001	144.682785	180	39.719364	996	0			High Seas	1367123780273.02	10
29247	39.719364	144.402069	180	43.053325	996	0			High Seas	1960953927678.92	10
29287	43.774078	144.992752	180	46.918327	996	0			High Seas	1941505633301.28	10
29291	47.005561	142.716598	158.521957	53.075721	995	0			High Seas	1854515642881.98	10
29292	47.005561	158.521957	180	53.075721	996	0			High Seas	2520117810800.23	10
29293	53.075721	139.436874	150.81813	59.565536	995	0			High Seas	1655431456423.4	10
29294	59.565536	139.436874	150.81813	90	995	0			High Seas	14866245880657.9	10
29295	53.075721	150.81813	180	59.574668	995	0			High Seas	4251094322582.65	10
29296	59.574668	150.81813	180	90	996	0			High Seas	38110964858992	10
3	-30.3614	-180	-176.503295	-21.7443	995	0			Oceania	416201867478.25	11
5	-21.7443	-180	-170.75	-17.0799	995	0			Oceania	567084531867.656	11
13	-32.379238	-151.75	-149.474197	-17.518426	995	0			Oceania	464105372720.668	11
14	-17.518426	-151.75	-149.474197	-5.78151	995	0			Oceania	338607679934.301	11
20	9.61847	-90.408226	-84.630622	9.899632	995	0			High Seas	20425737263.3223	11
21	-5.78151	-84.630622	-84.068817	9.62489	995	0			High Seas	107643748440.194	11
24	-5.78151	-84.068817	-83.925025	9.852886	995	0			High Seas	27963237018.377	11
28	9.899632	-180	-83.925025	9.932305	31846	0			High Seas	39489208837.6445	11
29	9.932305	-180	-83.925025	9.983576	63691	0			High Seas	61975059647.8867	11
31	9.983576	-90.802223	-89.729324	14.091153	995	0			High Seas	55852724863.0107	11
40	9.983576	-89.233619	-87.201042	13.43607	995	0			High Seas	88823448097.7207	11
67	10.529515	-87.201042	-86.229347	12.08501	995	0			High Seas	19101524785.7207	11
77	10.529515	-85.434509	-83.925025	12.140139	996	1	Nicaragua	NIC	North America	30728050169.291	11
83	12.140139	-86.227378	-83.925025	14.091153	996	1	Nicaragua	NIC	North America	57158043498.0293	11
87	14.091153	-101.547607	-99.911216	16.853788	995	0			High Seas	58134401509.0547	11
89	16.854373	-101.547607	-99.923904	17.957759	995	1	Mexico	MEX	North America	23267041235.125	11
100	14.091153	-99.509727	-96.72097	16.996217	995	0			High Seas	104218297628.505	11
106	17.098649	-99.483665	-97.804069	17.957759	996	1	Mexico	MEX	North America	18752055077.6875	11
110	14.091153	-96.72097	-94.809455	15.766153	995	0			High Seas	41064286773.4961	11
119	17.051994	-96.658843	-94.913116	17.957759	995	1	Mexico	MEX	North America	20546216624.4297	11
121	14.091153	-94.809455	-92.886917	15.853111	995	0			High Seas	43454238592.1719	11
124	15.853111	-94.809455	-93.01966	16.735359	995	1	Mexico	MEX	North America	20386632916.918	11
130	16.754903	-94.809455	-93.396514	17.957759	995	1	Mexico	MEX	North America	22066236224.0859	11
157	14.888327	-91.807411	-90.514732	16.237058	996	1	Guatemala	GTM	North America	22428053687.2314	11
160	16.237058	-91.990402	-90.514732	17.511774	995	1	Mexico	MEX	North America	24359563915.6992	11
172	15.479836	-90.514732	-89.894119	17.957759	996	1	Guatemala	GTM	North America	19899803806.624	11
175	14.091153	-89.345123	-88.036048	15.409605	995	1	Honduras	HND	North America	22117489825.8174	11
183	15.841882	-89.894119	-87.935401	17.957759	996	1	Belize	BLZ	North America	53679225925.6055	11
190	15.565437	-87.935401	-87.194435	17.957759	996	0			High Seas	22943144002.1572	11
193	14.104794	-87.171707	-83.925025	15.75837	995	1	Honduras	HND	North America	68855898173.459	11
194	15.75837	-87.194435	-86.527801	17.957759	995	0			High Seas	18986272700.4805	11
195	15.75837	-86.527801	-83.925025	17.957759	996	0			High Seas	74129154699.9609	11
196	17.957759	-180	-155.625305	19.283622	995	0			Oceania	422612886834.695	11
206	17.957759	-103.688888	-102.226432	19.283622	995	1	Mexico	MEX	North America	25356327618.8164	11
207	17.957759	-102.226432	-100.669815	19.283622	996	1	Mexico	MEX	North America	26988908130.582	11
310	18.160989	-94.428428	-93.226448	19.283622	995	0			High Seas	17656185133.5625	11
335	17.957759	-90.741584	-88.324195	19.283622	995	1	Mexico	MEX	North America	41913129329.1016	11
340	17.957759	-88.28453	-83.925025	19.283622	996	0			High Seas	75585889104.2656	11
341	19.283622	-180	-104.965011	19.451721	995	0			High Seas	165680397633.414	11
379	19.283622	-96.375366	-83.925025	19.451721	996	1	Mexico	MEX	North America	27490874258.0312	11
384	19.451721	-159.321609	-158.165618	21.439205	995	0			Oceania	30386899196.7031	11
389	21.472255	-159.321609	-158.165618	28.650939	996	0			Oceania	113629948984.703	11
420	19.451721	-157.825454	-156.44223	20.721061	995	0			Oceania	23167397125.0078	11
451	21.439123	-157.825454	-155.09761	28.650939	996	0			High Seas	269341076752.676	11
457	19.575571	-154.994689	-149.912994	28.650939	995	0			High Seas	627054698647.727	11
460	19.451721	-111.67488	-110.326118	24.125566	995	0			High Seas	84159145893.9062	11
462	24.131032	-111.67488	-110.334342	25.035976	995	1	Mexico	MEX	North America	16531633194.1133	11
464	25.035976	-111.67488	-110.326118	26.007513	995	0			North America	17994304650.7656	11
465	26.007513	-111.67488	-110.326118	27.925003	995	0			High Seas	35960896404.6953	11
468	19.451721	-110.326118	-110.044616	24.080329	995	0			High Seas	17392096388.2422	11
475	24.162971	-110.326118	-110.044616	28.650939	996	0			High Seas	17486279493.541	11
476	19.451721	-110.044616	-107.410118	22.885883	995	0			High Seas	120250579813.463	11
486	23.051086	-109.693893	-107.464553	24.813182	996	0			High Seas	53261491656.3223	11
489	25.800971	-110.044616	-108.995498	27.000576	995	0			North America	17412114100.9922	11
494	25.581197	-108.980041	-107.410118	27.068929	996	1	Mexico	MEX	North America	32293407747.3281	11
501	27.068929	-109.440864	-107.410118	28.650939	996	1	Mexico	MEX	North America	45033011345.4141	11
502	19.451721	-107.410118	-105.287498	20.709676	995	0			High Seas	35231257184.2266	11
519	20.770631	-107.410118	-105.269065	22.399108	995	0			North America	46467222650.168	11
520	22.399108	-107.410118	-105.269065	23.165958	995	0			North America	22067978917.5625	11
537	21.521615	-105.269065	-103.728408	23.937988	996	1	Mexico	MEX	North America	50022581508.2832	11
544	20.790187	-103.728408	-103.358032	24.022197	996	1	Mexico	MEX	North America	16048185531.0078	11
547	24.022197	-107.366401	-104.711074	25.531999	995	1	Mexico	MEX	North America	54719078708.7676	11
553	24.063009	-104.66751	-103.358032	25.510787	996	1	Mexico	MEX	North America	25878184540.0254	11
555	25.531999	-107.410118	-106.054237	28.614557	995	1	Mexico	MEX	North America	58177840038.2598	11
560	25.561943	-106.054237	-103.505981	27.136161	995	1	Mexico	MEX	North America	55476742463.7988	11
563	27.136161	-105.482681	-103.460395	28.650939	996	1	Mexico	MEX	North America	42952726166.4687	11
679	23.172065	-102.868919	-100.999519	25.364398	996	1	Mexico	MEX	North America	55714625887.2988	11
683	22.755424	-100.999519	-100.173095	25.389209	995	1	Mexico	MEX	North America	29545645014.8398	11
701	25.763988	-103.358032	-101.432189	26.91307	995	1	Mexico	MEX	North America	30600315831.2578	11
703	26.91307	-103.358032	-101.429626	28.650939	995	1	Mexico	MEX	North America	46943378180.3516	11
705	25.763988	-101.420074	-100.408927	26.887084	995	1	Mexico	MEX	North America	15701312386.6016	11
774	22.552587	-100.173095	-99.149482	23.723758	995	1	Mexico	MEX	North America	16155813128.543	11
779	23.766489	-100.173095	-99.144981	25.18827	995	1	Mexico	MEX	North America	19903578084.3086	11
788	25.776975	-100.01548	-98.748542	26.909454	996	1	Mexico	MEX	North America	19840691410.9609	11
842	19.451721	-96.846519	-90.681442	22.297224	995	0			High Seas	232692194758.25	11
847	22.456058	-98.748542	-97.781852	25.675537	995	1	Mexico	MEX	North America	42246177774.043	11
862	26.355344	-98.748542	-97.781852	27.488414	995	1	United States of America	USA	North America	15223518049.9219	11
869	22.297224	-97.781852	-97.408538	25.850049	995	0			North America	18005561607.2363	11
895	22.297224	-97.043373	-96.622383	28.650939	995	0			North America	36743784660.3574	11
896	22.297224	-96.622383	-90.538757	28.650939	996	0			High Seas	530975661412.729	11
912	19.451721	-89.568107	-88.228294	20.802238	995	1	Mexico	MEX	North America	23881693963.8945	11
935	19.451721	-86.83142	-83.925025	21.004121	996	0			High Seas	59588775916.125	11
957	21.29878	-90.538757	-83.925025	28.520835	995	0			High Seas	653232787871.74	11
960	28.650939	-115.931442	-113.522987	31.569952	995	1	Mexico	MEX	North America	100727799576.789	11
961	28.650939	-113.522987	-111.028884	30.07204	995	1	Mexico	MEX	North America	50397713077.3672	11
962	30.07204	-113.522987	-111.028884	31.569952	995	1	Mexico	MEX	North America	53912106748.1406	11
971	29.11284	-110.949676	-109.543472	30.630615	996	1	Mexico	MEX	North America	30502026295.0312	11
979	28.650939	-109.543472	-107.904067	31.569952	995	1	Mexico	MEX	North America	68564145174.0469	11
980	28.650939	-107.904067	-106.149093	31.569952	995	1	Mexico	MEX	North America	73397538809.9297	11
984	28.690708	-106.098197	-104.377418	31.064104	995	1	Mexico	MEX	North America	58374540209.0469	11
986	28.650939	-104.377418	-103.509933	30.364088	995	1	United States of America	USA	North America	21162234719.6797	11
987	30.364088	-104.377418	-103.509933	31.569952	995	1	United States of America	USA	North America	15118225249.8359	11
988	28.650939	-103.509933	-101.159767	31.130809	995	1	United States of America	USA	North America	83314202604.3828	11
1006	29.443191	-101.159767	-99.334747	31.116905	995	1	United States of America	USA	North America	43834809836.5625	11
1287	28.650939	-94.115684	-93.214447	29.879388	995	0			North America	15727259391.3691	11
1305	28.650939	-93.214447	-92.020118	29.875015	995	0			North America	20767292602.0644	11
1557	28.650939	-89.750938	-88.878631	30.250902	995	0			North America	19862677300.5313	11
1571	28.650939	-88.878631	-87.52008	30.237367	995	0			North America	30670824302.9766	11
1640	28.650939	-87.52008	-86.357635	30.286624	995	0			North America	27065004479.6602	11
1646	28.650939	-86.357635	-85.489791	30.137311	995	0			North America	18347701709.9297	11
1695	28.650939	-85.289993	-83.925025	30.083101	995	0			North America	27797772099.5547	11
1772	31.569952	-118.25521	-117.694763	33.466972	995	0			North America	15625892686.0156	11
1984	31.569952	-114.455474	-112.603614	32.669986	995	1	United States of America	USA	North America	29806959399.2344	11
1986	32.669986	-114.397666	-112.603614	33.479949	995	1	United States of America	USA	North America	21489556946.5703	11
1997	33.479949	-114.110633	-112.713897	34.209793	995	1	United States of America	USA	North America	15209934437.3203	11
2069	32.561294	-110.825553	-110.17292	34.209793	996	1	United States of America	USA	North America	15967927792.0156	11
2071	31.569952	-109.731491	-108.597282	32.836212	995	1	United States of America	USA	North America	21033882754.7422	11
2073	32.836212	-109.754089	-108.597282	34.209793	996	1	United States of America	USA	North America	23620332052.4844	11
2075	31.569952	-107.744796	-106.815628	32.771327	995	1	United States of America	USA	North America	16342553999.1094	11
